Row ID'n,Order ID'n,Order Date'n,Order Priority'n,Order Quantity'n,Sales,Discount,Ship Mode'n,Profit,Unit Price'n,Shipping Cost'n,Customer Name'n,Province,Region,Customer Segment'n,Product Category'n,Product Sub-Category'n,Product Name'n,Product Container'n,Product Base Margin'n,Ship Date'n,PRIN1,PRIN2,PRIN3,PRIN4
6934,49479,27Jul2011,Medium,46,5615.4,0.07,Delivery Truck,1807.16,120.97,26.3,Victor Price,Manitoba,Prarie,Consumer,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.38,29Jul2011,1.051810672,1.385038408,0.336302755,0.830634054
6943,49600,07Mar2011,Low,33,1692.03,0.1,Regular Air,574.44,54.96,10.75,Troy Blackwell,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1940,Small Box,0.36,12Mar2011,-0.152613258,0.764303324,-0.290241747,1.656477712
6998,49987,19Jan2011,High,14,242.284,0.03,Regular Air,51.75,20.99,0.99,Tanja Norvell,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,21Jan2011,-0.723851651,0.356877588,-0.956526339,-0.67230078
7037,50242,19Jul2010,Not Specified,8,1391.7645,0.08,Regular Air,-426.07,205.99,8.99,Ross Baird,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,21Jul2010,-0.187529444,-0.873548981,-0.826225702,0.817208306
7039,50275,05Dec2009,Medium,5,9704.37,0.03,Express Air,-1565.91,1938.02,13.99,Gary Hwang,Manitoba,Prarie,Consumer,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box,0.38,06Dec2009,2.36376459,-1.480333761,-4.901019483,-0.675902033
7040,50275,05Dec2009,Medium,31,211.94,0.05,Regular Air,-56.39,6.48,5.84,Gary Hwang,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 226,Small Box,0.37,06Dec2009,-0.574528911,0.586850481,-0.216290217,0.064481928
7061,50403,12May2012,Not Specified,22,142.88,0.08,Regular Air,35.37,6.98,1.6,Katherine Ducich,Manitoba,Prarie,Corporate,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,13May2012,-0.704078087,0.406504824,-0.626497986,0.944139173
7065,50405,02Jul2011,Medium,8,876.01,0.07,Regular Air,-108.00,111.03,8.64,Theresa Swint,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,02Jul2011,-0.036129304,-1.35148412,0.198837101,0.470202956
7069,50464,27Sep2011,Critical,7,105.94,0.07,Regular Air,-13.33,14.45,7.17,Natalie Webber,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,30Sep2011,-0.714397446,-0.071357566,-1.157693065,0.519234796
7070,50465,11Mar2011,Medium,29,1337.08,0.1,Regular Air,-953.00,48.91,35,Thais Sissman,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,13Mar2011,0.426616107,-1.897707816,1.601081096,1.509339369
7072,50469,19Jun2010,Not Specified,44,839.19,0,Regular Air,76.38,17.98,8.51,Harry Marie,Manitoba,Prarie,Consumer,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,20Jun2010,-0.258929566,0.920213803,0.476801917,-1.410193947
7118,50789,12Mar2011,Not Specified,23,8673.9,0.1,Regular Air,3440.05,387.99,19.99,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,14Mar2011,1.760736129,1.565289844,-1.235355856,1.659945339
7153,51044,18Jan2012,Low,17,155.89,0.1,Regular Air,50.19,9.9,1.39,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,18Jan2012,-0.757199735,0.288946936,-0.896912172,1.53687476
7154,51044,18Jan2012,Low,26,1333.18,0.07,Delivery Truck,120.01,50.98,14.19,Linda Southworth,Manitoba,Prarie,Consumer,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,22Jan2012,-0.033152898,-0.223373186,0.266561807,0.627375419
7155,51044,18Jan2012,Low,19,117.27,0.01,Regular Air,35.45,5.84,0.83,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,25Jan2012,-0.57670496,0.149924582,-0.253796615,-1.282131887
7193,51302,24Aug2011,Not Specified,44,167.55,0.03,Regular Air,-223.50,3.75,7.5,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box,0.37,26Aug2011,-0.486478344,0.831165873,0.35203539,-0.474556111
7203,51392,12Nov2009,Medium,10,254.89,0.09,Regular Air,-106.58,26.31,5.89,Jamie Frazer,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,13Nov2009,-0.283177995,-1.173272867,0.278304538,1.111909381
7244,51650,01Jun2011,High,25,470.11,0.08,Regular Air,91.09,19.98,5.97,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1936,Small Box,0.38,03Jun2011,-0.542595073,0.41801999,-0.483280396,0.963013328
7245,51650,01Jun2011,High,43,10854.83,0.08,Delivery Truck,2039.41,270.97,28.06,Rachel Payne,Manitoba,Prarie,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,03Jun2011,2.133726702,0.93336168,0.490681863,1.13692386
7246,51650,01Jun2011,High,19,51.23,0.1,Regular Air,-5.29,2.94,0.96,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,03Jun2011,-0.538208334,-0.314942353,-0.022069404,1.518305805
7247,51652,09Apr2011,Not Specified,37,195.51,0.03,Express Air,95.56,4.98,0.49,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,11Apr2011,-0.563612945,0.879832856,0.062961181,-0.514268929
7248,51652,09Apr2011,Not Specified,38,4992.63,0.07,Express Air,44.13,140.85,19.99,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,10Apr2011,0.890846169,-0.508151485,1.191826423,0.7062663
7272,51876,06Mar2012,Critical,2,95.0555,0.1,Regular Air,-298.17,55.99,5,Victor Price,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,07Mar2012,-0.292818674,-1.709418105,0.180368898,1.354996839
7304,52070,01Dec2009,Not Specified,29,67.97,0.06,Regular Air,-109.94,2.28,5.2,Natalie Webber,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag,0.41,03Dec2009,-0.591515048,0.38618391,-0.156685883,0.3563615
7313,52160,03Jul2011,Critical,5,15.6,0.09,Express Air,1.67,2.18,0.78,Jack Garza,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,06Jul2011,-0.706800089,-0.442205278,-0.793541796,1.1168572
7314,52160,03Jul2011,Critical,6,631.499,0.09,Regular Air,-403.02,125.99,8.08,Jack Garza,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,M3682,Small Box,0.57,05Jul2011,-0.387522474,-0.929396638,-0.725910468,1.109223419
7333,52258,10Feb2009,Low,5,63.85,0.04,Regular Air,40.44,12.22,2.85,Thais Sissman,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,17Feb2009,-0.585181456,-0.467524052,-0.611492345,-0.453194028
7378,52608,21Jan2009,Low,36,147.71,0.05,Regular Air,40.04,3.98,0.7,Thea Hudgings,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,Wrap Bag,0.52,25Jan2009,-0.44483896,0.394936362,0.488982524,0.083557915
7382,52640,01Jan2011,Medium,18,1163.75,0.05,Express Air,222.17,63.98,19.99,Steven Ward,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC ProClick Punch Binding System,Small Box,0.36,04Jan2011,-0.199100885,0.141336204,-0.72131308,-0.03096872
7482,53412,15Sep2009,Critical,45,2544.73,0.02,Regular Air,375.87,54.2,11.1,Eric Hoffmann,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Medium Box,0.64,16Sep2009,0.373654629,0.297229288,1.31673056,-0.800375517
7504,53568,28Jun2010,Medium,34,4281.13,0.05,Delivery Truck,-1446.08,122.99,70.2,Gary Hwang,Manitoba,Prarie,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,29Jun2010,1.337996454,-2.258101964,1.742921879,-0.031037422
7546,53956,08Aug2011,High,43,1779.87,0.01,Regular Air,311.72,40.99,17.48,Elpida Rittenbach,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1893,Small Box,0.36,09Aug2011,0.024883613,0.938271971,0.324367537,-1.099314956
7601,54371,15Feb2012,Not Specified,28,115.02,0,Regular Air,46.30,3.78,0.71,Toby Knight,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,15Feb2012,-0.627303258,0.694809996,-0.253127753,-1.51685822
7602,54371,15Feb2012,Not Specified,7,118.63,0.05,Regular Air,6.30,16.74,5.08,Toby Knight,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box,0.36,17Feb2012,-0.754463464,0.077396721,-1.237674015,-0.100477162
7605,54436,19Sep2009,High,17,705.85,0.04,Express Air,151.67,39.48,1.99,Toby Knight,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,19Sep2009,-0.395845605,-0.076724243,-0.244515961,-0.360563082
7606,54436,19Sep2009,High,37,321.3,0,Regular Air,-47.23,8.12,2.83,Toby Knight,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,20Sep2009,-0.074818402,-0.319455846,1.539935992,-1.513161519
7608,54464,01Sep2009,High,11,227.41,0.06,Regular Air,44.29,19.98,10.49,Joseph Airdo,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,03Sep2009,-0.464255514,-0.332394254,-0.544248879,0.215414001
7609,54464,01Sep2009,High,50,87.44,0.08,Regular Air,-184.60,1.76,4.86,Joseph Airdo,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,02Sep2009,-0.474989033,0.825730456,0.652442973,1.128227036
7613,54468,14Dec2009,High,15,40.75,0.03,Regular Air,12.76,2.61,0.5,Valerie Takahito,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 494,Small Box,0.39,15Dec2009,-0.754742479,0.315758711,-0.809693932,-0.669892412
7614,54468,14Dec2009,High,35,424.09,0.01,Regular Air,-114.18,11.66,7.95,Valerie Takahito,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,15Dec2009,-0.224108085,0.059910291,0.789783982,-1.191853973
7649,54819,10Oct2009,Low,10,53.32,0.07,Regular Air,-20.68,4.97,5.71,Phillip Flathmann,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54,15Oct2009,-0.550696301,-0.455356671,-0.438662999,0.517287319
7650,54819,10Oct2009,Low,26,64.03,0.09,Regular Air,11.42,2.62,0.8,Phillip Flathmann,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,12Oct2009,-0.70304193,0.458106447,-0.442127945,1.283400453
7651,54819,10Oct2009,Low,46,2710.5055,0.03,Regular Air,624.12,65.99,8.8,Phillip Flathmann,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,6120,Small Box,0.58,10Oct2009,0.348679763,0.634497148,1.070006292,-0.464736265
7654,54882,06Feb2011,Critical,17,86.29,0.02,Regular Air,34.98,4.98,0.49,Natalie Webber,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,09Feb2011,-0.722930489,0.392453608,-0.722399535,-0.968101496
7655,54882,06Feb2011,Critical,2,86.92,0.03,Regular Air,-43.93,36.55,13.89,Natalie Webber,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,08Feb2011,-0.563152103,-0.367636394,-1.151627501,-0.779645337
7680,55042,08Dec2011,High,28,1717.88,0.05,Express Air,513.93,60.97,4.5,Russell Applegate,Manitoba,Prarie,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,10Dec2011,-0.03651106,0.233633263,0.230092803,0.034725907
7681,55042,08Dec2011,High,38,1978.4345,0.09,Regular Air,471.09,65.99,2.5,Russell Applegate,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,6000,Small Box,0.55,09Dec2011,-0.004450884,0.4566497,0.500300046,1.361133974
7683,55046,13Apr2009,Critical,2,29.32,0.08,Express Air,-12.93,7.28,11.15,Thais Sissman,Manitoba,Prarie,Corporate,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,14Apr2009,-0.715680986,-0.25938195,-1.342697565,0.793173971
7715,55297,19Oct2010,Medium,29,566.66,0.1,Regular Air,60.59,19.98,8.68,Jamie Frazer,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,21Oct2010,-0.484893055,0.441491991,-0.355220692,1.61513052
7724,55360,22Jan2009,Medium,49,134.83,0.07,Regular Air,50.74,2.89,0.5,Russell Applegate,Manitoba,Prarie,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,24Jan2009,-0.532094621,1.100056552,0.459740865,0.821152477
7725,55360,22Jan2009,Medium,39,8865.1,0,Delivery Truck,1517.12,217.85,29.1,Russell Applegate,Manitoba,Prarie,Corporate,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Jumbo Box,0.68,23Jan2009,1.895098585,0.338367579,1.032582772,-1.4338214
7772,55623,05Oct2012,Critical,47,10348.73,0.09,Delivery Truck,1094.57,227.55,32.48,Jack Garza,Manitoba,Prarie,Corporate,Furniture,Tables,Hon Rectangular Conference Tables,Jumbo Box,0.68,06Oct2012,2.074655117,0.165409152,1.21584175,1.439695877
7774,55650,21Oct2011,Low,41,1258.97,0.1,Regular Air,-112.58,32.98,5.5,Steven Cartwright,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,23Oct2011,0.053353255,-0.412146665,1.461176467,1.649048741
7776,55651,07Mar2012,Medium,41,830.53,0.01,Regular Air,120.69,20.24,8.99,Helen Andreada,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,10Mar2012,-0.197302152,0.654831675,0.571862772,-1.127499431
7777,55651,07Mar2012,Medium,2,79.93,0,Regular Air,-52.73,27.75,19.99,Helen Andreada,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer®,Small Box,0.67,08Mar2012,-0.152925795,-1.222582024,-0.048691993,-1.764721802
7876,56322,30Sep2011,Medium,26,799.84,0.08,Regular Air,64.13,31.11,3.6,Sean Braxton,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Small Pack,0.64,02Oct2011,-0.225604521,-0.302676571,0.470443071,0.936074905
7877,56322,30Sep2011,Medium,16,1689.137,0.07,Regular Air,71.06,125.99,8.08,Sean Braxton,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,M3682,Small Box,0.57,02Oct2011,-0.079879424,-0.414171719,-0.319551857,0.566501697
7918,56608,18Nov2009,Critical,23,42.23,0.1,Regular Air,-15.11,1.89,0.76,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,20Nov2009,-0.227547349,-0.977531964,1.072892062,1.508684724
7920,56612,22Jul2009,High,38,4008.7275,0,Regular Air,1219.34,115.99,5.92,Joseph Airdo,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,8890,Small Box,0.58,22Jul2009,0.595060689,0.831417393,0.638091678,-1.4386659
7956,56835,20Feb2010,Not Specified,1,10.94,0.1,Regular Air,-5.16,9.11,2.25,Roland Murray,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,20Feb2010,-0.709569983,-0.593291219,-0.960306049,1.399931594
7975,57058,09May2012,Medium,28,205.43,0,Express Air,-24.30,6.54,5.27,Jack Garza,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,09May2012,-0.584026867,0.665496791,-0.317314744,-1.51790569
7976,57058,09May2012,Medium,27,979.06,0.07,Regular Air,-131.90,35.77,9.02,Jack Garza,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75,10May2012,-0.004055409,-0.781042044,0.985063549,0.606459178
8055,57506,13Feb2009,Medium,48,332.55,0.1,Regular Air,-66.87,7.28,5.47,Thais Sissman,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth Structures Collection™,Small Box,0.35,13Feb2009,-0.498973783,0.965163617,0.316258609,1.751313313
8072,57574,23Jul2012,Critical,20,466.36,0.07,Delivery Truck,-192.70,23.99,15.68,Russell D'Ascenzo,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62,24Jul2012,-0.179816493,-0.728423234,0.335842319,0.564470184
8076,57602,17May2012,Low,43,130.36,0.02,Regular Air,58.52,2.88,0.5,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 484,Small Box,0.36,26May2012,-0.568952319,1.115862662,0.208054222,-0.78160374
8112,57921,18Aug2010,Medium,8,45.24,0.01,Regular Air,-42.12,4.98,4.62,Arthur Gainer,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,18Aug2010,-0.439653321,-0.679174483,-0.082956993,-1.387414532
8113,57921,18Aug2010,Medium,7,148.05,0.08,Regular Air,-45.94,21.38,8.99,Arthur Gainer,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,20Aug2010,-0.438571963,-0.779976419,-0.376047028,0.798296641
8115,57958,28Feb2009,Critical,46,1419.83,0.07,Express Air,385.80,30.98,8.74,Steven Ward,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1979,Small Box,0.4,01Mar2009,-0.130820825,0.974611541,0.438897434,0.80087035
8127,58086,10Mar2011,Medium,27,154.62,0.04,Regular Air,-118.60,5.53,6.98,Arthur Gainer,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,11Mar2011,-0.574768504,0.398966743,-0.272575712,-0.281719144
8128,58086,10Mar2011,Medium,31,1638.2,0.1,Regular Air,471.22,55.98,13.88,Arthur Gainer,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1882,Small Box,0.36,11Mar2011,-0.139270424,0.607179773,-0.333626404,1.637232485
8141,58182,20Feb2009,High,24,479.13,0.05,Express Air,166.92,19.23,6.15,Tracy Collins,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,0.44,22Feb2009,-0.445236324,0.29799235,-0.256151567,0.009310057
8160,58342,01Apr2011,High,40,1718.87,0.02,Regular Air,754.10,40.98,1.99,Rick Bensley,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,01Apr2011,-0.092863949,1.102717948,0.308406375,-0.796456304
8279,59174,01Jan2010,Medium,6,1193.1,0.09,Express Air,-139.50,204.1,13.99,Emily Ducich,Manitoba,Prarie,Consumer,Technology,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Medium Box,0.37,03Jan2010,-0.313302927,-0.35323124,-1.552721546,1.14016309
8308,59361,29Aug2012,High,45,1008.34,0.09,Regular Air,218.65,23.99,6.3,Thea Hudgings,Manitoba,Prarie,Consumer,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,31Aug2012,-0.305849216,0.941136129,0.288812232,1.420440245
8310,59365,07Dec2009,Medium,1,534.3,0.05,Delivery Truck,-1220.91,535.64,14.7,Sanjit Engle,Manitoba,Prarie,Consumer,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,Jumbo Drum,0.59,09Dec2009,-0.002740794,-1.730901234,-1.479907748,-0.192513159
8326,59492,31Oct2012,Not Specified,25,170.4,0.02,Regular Air,-153.75,6.48,10.05,Jill Fjeld,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1997,Small Box,0.37,01Nov2012,-0.552698009,0.3728932,-0.366801184,-0.922203358
8350,59684,29Dec2010,Medium,50,9059.9,0.07,Delivery Truck,778.01,180.98,55.24,Susan MacKendrick,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,15Jan2011,2.090914953,-0.012402081,1.346484517,0.810459651
8351,59684,29Dec2010,Medium,41,368.17,0,Express Air,-15.12,8.32,2.38,Susan MacKendrick,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,16Jan2011,-0.077068269,-0.108825473,1.58100057,-1.479491978
8352,59684,29Dec2010,Medium,3,14.46,0.06,Regular Air,-5.26,4.2,2.26,Susan MacKendrick,Manitoba,Prarie,Corporate,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36,17Jan2011,-0.864485808,0.018255562,-1.419939514,0.186745484
8353,59684,29Dec2010,Medium,25,168.39,0.03,Regular Air,-144.89,6.48,9.68,Susan MacKendrick,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1993,Small Box,0.36,30Dec2010,-0.574551107,0.395342572,-0.421161058,-0.607383495
38,229,28Dec2010,Critical,24,599.1,0.02,Regular Air,3.82,24.92,12.98,Peter Fuller,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,29Dec2010,-0.381617094,0.301207364,-0.337203279,-0.930581929
82,512,19May2011,Low,6,1309.53,0.06,Regular Air,19.18,218.08,18.06,Sam Craven,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,19May2011,0.065435658,-0.922391417,-0.741146837,0.169571406
83,512,19May2011,Low,48,806.37,0.01,Express Air,-166.40,15.42,10.68,Sam Craven,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,21May2011,-0.045119234,0.305377666,1.325503026,-1.102082524
197,1287,04Jul2009,High,39,3908.65,0.06,Regular Air,480.57,105.29,10.12,Mitch Willingham,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box,0.79,06Jul2009,0.715588637,-0.287440574,1.448287526,0.399517938
277,1895,29May2009,Medium,5,41.25,0.02,Regular Air,-23.25,6.48,7.91,Mitch Willingham,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,31May2009,-0.718812113,-0.011052241,-1.187019422,-1.058743541
290,2023,05May2012,Low,4,294.89,0.09,Regular Air,-321.84,73.98,12.14,Sam Craven,Saskachewan,Prarie,Consumer,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.67,05May2012,-0.298061801,-1.314634783,-0.275344023,1.073060969
291,2023,05May2012,Low,50,246.57,0.06,Regular Air,-132.51,4.98,5.49,Sam Craven,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.38,07May2012,-0.454435504,0.968116446,0.564081574,0.508196653
372,2593,03Sep2010,High,5,2004.12,0.1,Express Air,276.68,420.98,19.99,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,05Sep2010,0.168231499,-0.368256914,-2.014157232,1.454924189
373,2593,03Sep2010,High,15,3841.72,0.03,Delivery Truck,691.13,243.98,43.32,John Dryer,Saskachewan,Prarie,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,04Sep2010,1.031654799,-0.740024302,-0.204029995,-0.706886781
501,3461,30Jan2010,Critical,47,2053.379,0.1,Regular Air,1040.40,55.99,1.25,Susan Gilcrest,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,01Feb2010,-0.090120617,1.529740832,0.111341317,1.774918665
502,3461,30Jan2010,Critical,35,3206.3955,0.08,Regular Air,784.77,115.99,2.5,Susan Gilcrest,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,StarTAC 7797,Small Box,0.55,01Feb2010,0.250574965,0.555991738,0.275301032,1.040620251
517,3554,16Jun2011,Low,25,288.91,0.08,Regular Air,-14.06,12.28,6.47,Ken Heidel,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1881,Small Box,0.38,25Jun2011,-0.585910834,0.361065019,-0.460291362,0.959818959
610,4166,27Feb2010,Low,19,138.85,0.08,Regular Air,-49.35,7.1,6.05,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,27Feb2010,-0.654599528,0.178439779,-0.655254376,0.915381786
712,5059,09Nov2010,High,5,41.18,0.1,Express Air,-19.31,5.44,7.46,Randy Bradley,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.36,11Nov2010,-0.781821907,-0.121608365,-1.32846819,1.445642757
730,5254,25Jul2012,Not Specified,31,1735.3515,0.08,Regular Air,258.62,65.99,8.99,William Brown,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,5180,Small Box,0.56,27Jul2012,0.001828866,0.048193343,0.353649055,0.986032507
